canonical_name,source_name,nfl_team,position,passing_attempts,passing_completions,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receptions,receiving_yards,receiving_touchdowns,fumbles_lost,source_provided_fantasy_points,standardized_full_ppr_points,identity_match_method,identity_match_confidence,source_url,source_version,capture_timestamp,source_state,missing_field_indicators
Dalton Kincaid,Dalton Kincaid,BUF,TE,,,,,,,,,57.1,701.6,5.5,0.2,131.2,159.860,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Jake Ferguson,Jake Ferguson,DAL,TE,,,,,,,,,74.1,606.4,5.9,1.4,130.5,167.340,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Hunter Henry,Hunter Henry,NE,TE,,,,,,,,,56.3,651.7,5.4,0.1,125.5,153.670,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Juwan Johnson,Juwan Johnson,NO,TE,,,,,,,,,64.5,727.0,3.3,1.3,121.9,154.400,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Brenton Strange,Brenton Strange,JAC,TE,,,,,,,,,60.0,658.4,4.3,0.2,121.4,151.240,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Dalton Schultz,Dalton Schultz,HOU,TE,,,,,,,,,65.8,629.5,3.4,0.2,115.7,148.750,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
T.J. Hockenson,T.J. Hockenson,MIN,TE,,,,,,,,,63.9,574.1,3.3,0.2,108.7,140.710,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Pat Freiermuth,Pat Freiermuth,PIT,TE,,,,,,,,,53.0,558.3,4.3,0.2,107.4,134.230,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Greg Dulcich,Greg Dulcich,MIA,TE,,,,,,,,,54.6,620.3,3.2,1.2,106.2,133.430,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Kenyon Sadiq,Kenyon Sadiq,NYJ,TE,,,,,,,,,51.1,558.4,4.1,0.7,104.5,130.140,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Cade Otton,Cade Otton,TB,TE,,,,,,,,,55.2,557.9,3.1,0.1,101.7,129.390,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
AJ Barner,AJ Barner,SEA,TE,,,,,,,,,48.6,469.6,4.9,0.2,100.1,124.560,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Chig Okonkwo,Chig Okonkwo,WAS,TE,,,,,,,,,52.5,555.4,2.7,0.1,97.9,124.040,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Oronde Gadsden II,Oronde Gadsden II,LAC,TE,,,,,,,,,44.2,549.9,3.5,0.7,96.7,118.790,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Terrance Ferguson,Terrance Ferguson,LAR,TE,,,,,,,,,36.3,500.4,4.8,0.2,96.7,114.740,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Mike Gesicki,Mike Gesicki,CIN,TE,,,,,,,,,44.0,461.5,3.9,0.1,91.2,113.350,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Evan Engram,Evan Engram,DEN,TE,,,,,,,,,53.4,472.2,2.7,0.1,90.0,116.620,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Gunnar Helm,Gunnar Helm,TEN,TE,,,,,,,,,48.9,443.1,3.1,0.2,87.0,111.410,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Mason Taylor,Mason Taylor,NYJ,TE,,,,,,,,,44.5,390.9,2.4,0.1,75.4,97.790,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Colby Parkinson,Colby Parkinson,LAR,TE,,,,,,,,,34.3,354.4,3.9,0.6,74.7,91.940,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
David Njoku,David Njoku,LAC,TE,,,,,,,,,34.7,324.2,3.9,0.1,73.1,90.320,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Michael Mayer,Michael Mayer,LV,TE,,,,,,,,,40.0,377.4,2.1,0.1,70.1,90.140,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Dawson Knox,Dawson Knox,BUF,TE,,,,,,,,,28.7,329.0,2.9,0.1,64.6,78.800,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Theo Johnson,Theo Johnson,NYG,TE,,,,,,,,,27.6,315.0,2.9,0.1,62.4,76.300,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Darnell Washington,Darnell Washington,PIT,TE,,,,,,,,,30.7,328.1,2.0,0.6,58.6,74.310,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Tyler Higbee,Tyler Higbee,LAR,TE,,,,,,,,,26.1,306.5,2.4,0.0,58.1,71.150,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Cole Kmet,Cole Kmet,CHI,TE,,,,,,,,,25.9,271.4,2.2,0.1,53.3,66.040,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Ja'Tavion Sanders,Ja'Tavion Sanders,CAR,TE,,,,,,,,,29.7,264.9,2.0,0.1,53.3,67.990,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Noah Fant,Noah Fant,NO,TE,,,,,,,,,30.8,285.7,1.7,1.6,50.8,66.370,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Tommy Tremble,Tommy Tremble,CAR,TE,,,,,,,,,26.6,254.0,2.0,0.1,50.3,63.800,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Will Kacmarek,Will Kacmarek,MIA,TE,,,,,,,,,26.6,251.3,1.9,0.6,48.6,61.930,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Erick All Jr.,Erick All Jr.,CIN,TE,,,,,,,,,26.6,228.9,1.6,0.1,45.8,58.890,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Charlie Kolar,Charlie Kolar,LAC,TE,,,,,,,,,20.2,230.0,2.0,0.1,45.3,55.000,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Austin Hooper,Austin Hooper,ATL,TE,,,,,,,,,22.5,236.3,1.6,0.1,44.4,55.530,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Josh Oliver,Josh Oliver,MIN,TE,,,,,,,,,18.6,193.9,2.4,0.1,42.8,52.190,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Eli Stowers,Eli Stowers,PHI,TE,,,,,,,,,22.7,232.5,1.5,0.6,42.5,53.750,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Daniel Bellinger,Daniel Bellinger,TEN,TE,,,,,,,,,19.3,222.3,1.7,0.0,42.3,51.730,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Brock Wright,Brock Wright,DET,TE,,,,,,,,,19.9,175.2,2.3,0.0,41.3,51.220,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Noah Gray,Noah Gray,KC,TE,,,,,,,,,21.0,211.2,1.5,0.1,40.3,50.920,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Luke Musgrave,Luke Musgrave,GB,TE,,,,,,,,,21.7,211.6,1.2,0.0,39.0,50.060,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
Elijah Arroyo,Elijah Arroyo,SEA,TE,,,,,,,,,19.0,198.7,1.6,0.1,38.7,48.270,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions|rushing_attempts|rushing_yards|rushing_touchdowns
