canonical_name,source_name,nfl_team,position,passing_attempts,passing_completions,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receptions,receiving_yards,receiving_touchdowns,fumbles_lost,source_provided_fantasy_points,standardized_full_ppr_points,identity_match_method,identity_match_confidence,source_url,source_version,capture_timestamp,source_state,missing_field_indicators
RJ Harvey,RJ Harvey,DEN,RB,,,,,,130.5,495.7,4.6,46.6,344.3,3.5,0.8,154.6,177.600,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Rachaad White,Rachaad White,WAS,RB,,,,,,140.2,618.6,5.4,38.9,262.4,1.6,0.8,147.8,167.400,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Aaron Jones,Aaron Jones Sr.,MIN,RB,,,,,,160.0,682.8,3.6,41.0,303.4,1.7,1.6,147.6,168.220,normalized_name_position_team,0.995,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Kyle Monangai,Kyle Monangai,CHI,RB,,,,,,191.3,816.9,5.2,22.9,192.7,0.4,0.7,144.5,156.060,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Kenny Gainwell,Kenny Gainwell,TB,RB,,,,,,113.6,498.5,3.9,49.7,352.2,2.0,0.9,143.4,168.370,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Jacory Croskey-Merritt,Jacory Croskey-Merritt,WAS,RB,,,,,,182.6,821.1,7.5,11.2,79.5,0.2,1.7,138.0,144.060,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Jonathon Brooks,Jonathon Brooks,CAR,RB,,,,,,167.9,678.5,4.3,26.5,204.6,1.1,1.4,131.4,144.410,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Jordan Mason,Jordan Mason,MIN,RB,,,,,,182.0,828.8,5.8,14.5,75.8,0.1,1.0,131.3,138.360,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Blake Corum,Blake Corum,LAR,RB,,,,,,167.7,801.8,6.1,11.9,80.4,0.2,0.7,130.6,136.520,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Alvin Kamara,Alvin Kamara,NO,RB,,,,,,127.9,492.2,2.8,35.1,243.2,1.3,0.8,113.9,131.640,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Tyjae Spears,Tyjae Spears,TEN,RB,,,,,,92.1,367.6,2.9,45.9,305.5,1.2,0.7,113.4,136.410,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Zach Charbonnet,Zach Charbonnet,SEA,RB,,,,,,130.5,533.0,5.6,19.8,147.0,0.5,0.7,113.2,123.000,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Woody Marks,Woody Marks,HOU,RB,,,,,,142.6,556.1,2.7,24.0,197.7,1.8,0.8,112.3,124.780,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Tyrone Tracy,Tyrone Tracy Jr.,NYG,RB,,,,,,122.8,521.8,2.5,26.7,203.6,1.2,0.8,106.7,119.840,normalized_name_position_team,0.995,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Isiah Pacheco,Isiah Pacheco,DET,RB,,,,,,139.2,581.7,3.5,21.1,136.2,0.6,0.8,105.4,115.890,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Justice Hill,Justice Hill,BAL,RB,,,,,,56.4,274.1,2.2,34.7,303.6,1.8,0.2,98.8,116.070,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Chris Rodriguez,Chris Rodriguez Jr.,JAC,RB,,,,,,133.8,553.1,5.1,5.4,42.5,0.1,0.6,92.1,94.960,normalized_name_position_team,0.995,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Brian Robinson,Brian Robinson Jr.,ATL,RB,,,,,,129.8,565.1,4.3,6.9,43.0,0.1,0.7,89.7,92.710,normalized_name_position_team,0.995,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Dylan Sampson,Dylan Sampson,CLE,RB,,,,,,72.8,250.8,1.3,35.2,278.9,2.1,1.2,88.7,106.170,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Samaje Perine,Samaje Perine,CIN,RB,,,,,,98.9,444.0,3.7,17.9,135.7,0.4,1.9,87.4,96.670,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Tyler Allgeier,Tyler Allgeier,ARI,RB,,,,,,111.7,425.1,4.2,17.1,108.4,0.2,0.6,86.8,95.650,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
AJ Dillon,AJ Dillon,CAR,RB,,,,,,123.0,509.0,3.0,16.0,136.0,1.0,5.0,86.5,94.500,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Ty Johnson,Ty Johnson,BUF,RB,,,,,,51.6,218.4,2.0,24.9,251.0,2.1,0.2,83.8,96.040,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Jordan James,Jordan James,SF,RB,,,,,,100.1,407.1,3.1,16.1,148.0,0.7,1.2,83.7,92.010,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Braelon Allen,Braelon Allen,NYJ,RB,,,,,,97.3,391.3,4.0,12.9,93.8,0.7,1.7,79.5,86.210,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Emari Demercado,Emari Demercado,KC,RB,,,,,,76.8,426.4,1.7,16.3,118.9,0.8,1.7,74.4,82.430,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Mike Washington,Mike Washington Jr.,LV,RB,,,,,,92.8,352.5,2.1,15.2,121.4,0.6,0.7,70.1,77.390,normalized_name_position_team,0.995,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Kaelon Black,Kaelon Black,SF,RB,,,,,,93.7,369.8,3.0,8.5,79.2,0.6,1.1,68.6,72.800,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Tank Bigsby,Tank Bigsby,PHI,RB,,,,,,85.6,419.1,3.2,3.3,29.3,0.1,0.2,65.6,67.540,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Keaton Mitchell,Keaton Mitchell,LAC,RB,,,,,,85.2,394.9,1.9,11.5,82.3,0.2,0.7,64.9,70.420,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Malik Davis,Malik Davis,DAL,RB,,,,,,79.6,373.1,2.7,6.6,52.3,0.1,0.1,62.4,65.740,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Adam Randall,Adam Randall,BAL,RB,,,,,,55.1,281.6,2.0,10.3,103.9,1.1,0.6,60.9,66.250,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Chris Brooks,Chris Brooks,GB,RB,,,,,,72.7,323.8,1.3,15.4,107.5,0.3,0.6,59.3,66.930,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Kimani Vidal,Kimani Vidal,LAC,RB,,,,,,62.2,251.0,1.6,11.9,104.3,0.7,0.1,55.1,61.030,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
James Conner,James Conner,ARI,RB,,,,,,42.5,153.5,1.5,18.0,131.5,1.0,0.0,52.5,61.500,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Emanuel Wilson,Emanuel Wilson,SEA,RB,,,,,,69.7,290.0,1.7,7.7,52.1,0.0,0.5,47.4,51.110,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Jaylen Wright,Jaylen Wright,MIA,RB,,,,,,79.9,308.0,1.5,7.2,52.5,0.1,1.2,47.0,50.450,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Jawhar Jordan,Jawhar Jordan,HOU,RB,,,,,,51.3,219.0,1.1,11.0,86.5,0.5,0.5,44.8,50.150,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Kyle Juszczyk,Kyle Juszczyk,SF,RB,,,,,,4.2,10.3,0.1,23.7,209.2,1.5,0.1,43.0,55.050,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Jaydon Blue,Jaydon Blue,DAL,RB,,,,,,48.7,205.0,1.5,8.8,61.8,0.4,0.2,42.1,46.480,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
MarShawn Lloyd,MarShawn Lloyd,GB,RB,,,,,,50.6,211.7,1.6,6.5,48.5,0.3,0.2,39.9,43.520,exact_name_position_team,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
Isaiah Davis,Isaiah Davis,NYJ,RB,,,,,,35.1,174.6,1.2,9.9,78.2,0.2,0.1,38.3,43.380,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
George Holani,George Holani,SEA,RB,,,,,,38.9,164.2,1.5,8.0,62.2,0.3,0.2,37.1,41.040,source_only_exact_name_position,1.000,https://www.dropbox.com/scl/fi/jz9ao02y3xn61bbt469f7/2026_FantasyFootball_0.4_elboberto.xlsm?rlkey=vk0kb2nhf2wel5453erzu4wo9&st=szgxu53i&dl=1,ElBoberto 2026 v0.4; workbook modified 2026-08-08T13:32:00Z,2026-09-01T00:59:51Z,FROZEN_CANONICAL_SAME_FAMILY_WORKBOOK_DIRECT_CAPTURE_INCOMPLETE,passing_attempts|passing_completions|passing_yards|passing_touchdowns|interceptions
